id,sales_volume,rating
184,696,2.4
185,8943,2.9
186,3912,4.1
187,6429,1.5
188,1260,3.9
189,1653,4.8
190,1170,4.4
191,7500,4.5
192,7457,2.3
193,3847,4.2
194,5859,2.7
195,3983,4.8
196,9628,2.0
197,4500,4.1
198,5739,3.8
199,9133,2.6
200,3236,3.7
201,9121,1.3
202,1767,1.1
203,2391,4.4
204,2673,3.3
205,1012,1.0
206,1854,2.2
207,4040,2.1
208,3674,1.8
209,7080,2.5
210,4946,3.8
211,8078,3.0
212,7554,4.1
213,8967,3.4
214,3292,1.2
215,1644,1.8
216,6703,3.1
217,2037,2.4
218,5737,4.2
219,5923,2.5
220,7560,2.1
221,5052,4.5
222,8623,1.9
223,2255,1.9
224,5688,1.3
225,8211,5.0
226,4391,1.6
227,9693,3.7
228,8409,2.2
229,2828,2.9
230,7241,2.7
231,2750,3.7
232,6637,2.8
233,2564,1.1
234,6682,2.1
235,3741,1.8
236,9670,4.9
237,7304,3.2
238,2980,2.8
239,8241,3.6
240,3315,3.9
241,954,1.5
242,5631,3.3
243,8813,2.0
244,363,4.9
245,9090,4.1
246,8751,4.8
247,3985,1.4
248,9849,1.9
249,4263,2.9
250,7046,3.9
251,1116,4.9
252,9229,1.4
253,6034,2.5
254,1395,4.1
255,5236,3.5
256,1810,1.8
257,110,1.3
258,9894,2.6
259,1369,1.6
260,8785,1.6
261,1904,2.5
262,8877,4.4
263,8453,4.8
264,4264,1.1
265,2274,2.4
266,6715,3.1
267,2392,5.0
268,3294,2.5
269,6628,4.8
270,1000,3.1
271,4484,2.3
272,6378,4.5
273,8536,3.4
274,4797,1.9
275,6199,2.5
276,2080,4.2
277,9288,3.0
278,1911,1.0
279,1181,1.9
280,3585,1.1
281,4906,3.4
282,7097,1.8
283,629,2.3
284,7314,3.9
285,553,4.9
286,2246,3.6
287,6814,4.7
288,5678,4.5
289,3838,4.5
290,9138,2.0
291,3891,3.7
292,1046,2.9
293,2836,2.4
294,96,3.3
295,4846,3.8
296,4326,4.9
297,1502,3.9
298,2138,3.9
299,5968,3.3
300,2299,2.3
301,963,3.8
302,4835,2.6
303,6873,1.5
304,2091,1.1
305,9863,1.6
306,8659,4.9
307,9275,2.4
308,9669,2.6
309,4799,4.4
310,3453,3.3
311,6891,2.9
312,4118,4.9
313,6483,2.5
314,4045,3.9
315,7356,4.1
316,2919,3.3
317,9023,3.8
318,4730,2.9
319,9866,2.4
320,493,1.2
321,1291,2.4
322,1576,2.7
323,2718,3.6
324,2807,3.9
325,2487,1.9
326,2973,2.1
327,2875,1.3
328,4781,4.1
329,7828,3.6
330,8569,1.1
331,6468,3.8
332,1786,4.0
333,5805,4.5
334,5034,4.2
335,8593,4.4
336,8350,1.9
337,1716,2.0
338,4609,3.8
339,2578,4.3
340,7823,1.2
341,5226,2.9
342,498,1.8
343,4101,3.0
344,5881,2.4
345,7152,1.4
346,6725,5.0
347,4924,2.9
348,1514,2.4
349,7519,3.4
350,9305,3.1
351,2800,4.8
352,2988,3.7
353,3524,3.7
354,7980,1.2
355,6605,3.0
356,7065,4.2
357,5800,4.6
358,1679,4.4
359,40,1.4
360,815,1.3
361,4999,2.7
362,8683,2.0
363,598,4.4
364,3177,4.1
365,3885,2.3
366,4051,4.5
367,4233,3.9
368,725,4.9
369,5734,3.8
370,8606,3.7
371,3370,1.2
372,1950,3.1
373,1692,2.2
374,7987,1.8
375,9789,3.2
376,5016,4.5
377,3342,4.5
378,7781,3.9
379,5546,1.7
380,1125,2.2
381,5800,1.1
382,2542,2.4
383,1647,3.2
384,9543,1.2
385,7560,1.3
386,8675,2.6
387,5800,1.3
388,1930,3.6
389,3724,4.9
390,3693,4.8
391,1220,4.3
392,1620,3.0
393,7117,2.3
394,4729,3.9
395,1737,1.8
396,2910,2.5
397,8781,4.6
398,1292,4.0
399,6463,4.3
400,3208,1.1
401,8079,1.8
402,4046,1.5
403,5876,1.9
404,1899,3.9
405,5983,3.1
406,5775,2.8
407,6554,2.1
408,5781,1.0
409,1842,2.2
410,6409,4.9
411,2628,2.6
412,7213,2.3
413,9154,1.4
414,1487,4.8
415,3458,2.4
416,6321,2.3
417,2750,3.0
418,888,4.2
419,8594,1.8
420,4401,3.4
421,6184,3.4
422,6514,4.3
423,9531,2.6
424,3468,4.8
425,2366,2.6
426,1668,3.6
427,480,4.9
428,9199,4.4
429,3923,2.7
430,400,3.4
431,393,1.8
432,7699,3.2
433,434,3.3
434,1583,2.3
435,2571,3.8
436,4425,1.1
437,6866,3.4
438,9532,1.6
439,3506,1.4
440,9222,2.1
441,1045,2.6
442,3956,2.8
443,608,1.0
444,6820,1.2
445,506,2.3
446,700,1.4
447,8921,1.1
448,1185,1.4
449,2457,1.8
450,4647,3.7
451,3901,1.4
452,6901,1.8
453,8807,4.2
454,3485,1.2
455,9145,3.1
456,8468,4.9
457,3773,4.6
458,2213,3.9
459,5809,3.8
460,5915,1.3
461,9441,4.2
462,3162,2.6
463,9965,1.0
464,5145,2.3
465,9173,1.1
466,9402,4.4
467,194,4.2
468,7824,3.3
469,4952,3.9
470,1326,2.9
471,6407,3.1
472,2042,3.9
473,8612,2.2
474,6582,1.8
475,7864,1.1
476,7346,4.8
477,8834,2.4
478,5372,2.0
479,3850,1.7
480,2900,3.4
481,2559,1.4
482,2517,4.9
483,4818,4.1
484,8720,4.4
485,6786,1.8
486,6343,3.5
487,7341,3.3
488,8716,2.3
489,9845,4.4
490,2708,3.2
491,6901,2.1
492,2793,2.3
493,1366,1.9
494,3073,2.0
495,3372,1.7
496,5124,4.9
497,3511,4.5
498,8812,4.7
499,3206,3.9
500,9753,3.7
501,9195,4.1
502,4195,4.0
503,5120,2.3
504,516,3.1
505,9832,2.4
506,7603,1.9
507,6359,2.2
508,5210,3.4
509,8997,1.8
510,6234,3.3
511,7852,1.1
512,9453,1.3
513,7077,2.0
514,3509,3.2
515,6548,1.1
516,8990,4.4
517,6403,2.6
518,4574,4.2
519,6280,4.9
520,162,1.1
521,1995,4.6
522,2710,2.4
523,5379,2.7
524,2885,1.6
525,6930,1.4
526,3912,2.5
527,3896,3.7
528,9613,3.4
529,804,4.9
530,4877,1.6
531,3235,2.1
532,2595,1.4
533,3567,5.0
534,2105,1.5
535,4835,2.2
536,8686,2.5
537,5847,1.8
538,1953,2.1
539,2911,4.7
540,428,2.3
541,610,1.1
542,5022,2.5
543,8918,3.4
544,1059,3.0
545,8944,3.1
546,2350,3.3
547,3493,5.0
548,8035,3.2
549,3363,2.9
550,8833,4.6
551,1226,1.7
552,1082,3.9
553,5265,1.7
554,2356,3.4
555,942,3.0
556,8681,3.2
557,8694,2.9
558,6505,3.3
559,239,3.1
560,7519,4.9
561,5192,1.6
562,7665,2.9
563,8527,3.4
564,8873,2.2
565,2133,3.5
566,3453,2.8
567,5754,2.8
568,3406,1.0
569,8530,2.1
570,6666,2.2
571,8194,2.0
572,10000,4.4
573,7336,2.9
574,9122,2.9
575,1549,1.1
576,6799,2.6
577,6851,1.8
578,3884,3.5
579,1841,2.4
580,7513,4.8
581,9813,3.5
582,6033,4.6
583,3282,2.4
584,20,3.6
585,6095,4.3
586,3139,3.6
587,3205,2.8
588,3742,3.7
589,9431,1.4
590,159,4.5
591,9693,1.0
592,9409,4.8
593,6585,4.1
594,1399,2.3
595,7257,1.5
596,6266,4.1
597,3515,3.7
598,9693,3.6
599,9061,4.1
600,6809,3.7
601,2468,1.6
602,1863,2.6
603,7151,4.8
604,5562,1.8
605,6910,2.7
606,3884,4.0
607,372,1.9
608,2646,4.2
609,2091,1.5
610,2155,2.5
611,1936,1.0
612,8388,4.0
613,5803,1.2
614,2601,4.6
615,338,2.3
616,2511,1.0
617,7433,1.7
618,1922,4.2
619,5338,2.2
620,8829,1.9
621,3565,1.8
622,8748,4.1
623,8624,1.4
624,791,1.4
625,1078,4.0
626,9021,4.7
627,7090,3.4
628,2382,3.4
629,2694,4.1
630,8229,1.1
631,7646,3.2
632,6129,1.4
633,4348,5.0
634,8774,1.9
635,1706,3.5
636,8030,4.0
637,6545,4.9
638,4759,4.6
639,846,3.2
640,9452,1.3
641,2306,4.4
642,6000,2.2
643,5091,3.2
644,6478,1.0
645,7437,3.1
646,2212,2.5
647,8112,2.3
648,7184,4.0
649,2090,3.5
650,7590,4.5
651,3111,2.0
652,9068,2.0
653,7443,3.8
654,2082,2.3
655,4327,1.7
656,5814,3.7
657,6454,2.1
658,6138,2.6
659,7116,1.5
660,9820,3.2
661,7070,2.8
662,9975,4.5
663,4322,2.5
664,850,4.5
665,4499,3.8
666,8900,1.6
667,6777,4.8
668,6547,4.7
669,4923,4.0
670,10,1.2
671,4644,2.6
672,870,3.4
673,9331,1.1
674,2217,1.8
675,7762,2.2
676,5069,1.4
677,4718,2.9
678,5020,2.1
679,4344,3.1
680,4028,1.4
681,5083,4.5
682,4989,1.4
683,1677,3.0
684,6077,1.3
685,5896,1.1
686,3286,3.5
687,1444,1.2
688,6010,4.5
689,9313,2.6
690,4250,3.9
691,4055,2.7
692,6255,2.1
693,7114,4.2
694,9165,1.8
695,9488,4.9
696,7206,4.7
697,5438,1.4
698,8114,1.5
699,7641,2.0
700,8737,3.0
701,9242,4.7
702,2874,1.7
703,3047,4.6
704,1512,2.6
705,1700,3.8
706,5598,2.6
707,52,4.5
708,3002,4.8
709,7865,3.4
710,6476,3.0
711,1046,3.4
712,6491,3.6
713,9422,2.2
714,4675,2.8
715,2652,2.4
716,1432,1.7
717,2379,2.5
718,1036,2.8
719,2716,1.3
720,9565,2.7
721,9557,2.2
722,6953,3.7
723,1939,2.5
724,2384,2.2
725,6176,4.2
726,8267,1.7
727,6490,4.3
728,5612,2.4
729,4786,2.7
730,5212,1.2
731,7293,2.2
732,3685,3.6
733,2280,3.8
734,4756,1.6
735,736,3.3
736,7585,2.0
737,7532,1.9
738,4781,1.8
739,7709,3.6
740,1915,3.1
741,3903,3.8
742,4488,2.0
743,9853,3.6
744,8260,3.4
745,2282,3.7
746,5238,2.8
747,6624,2.9
748,1845,2.0
749,4369,2.7
750,2746,3.8
751,1277,1.8
752,5294,4.6
753,4583,1.5
754,5367,2.2
755,3340,4.0
756,2726,1.6
757,3696,2.9
758,3480,4.7
759,1985,1.2
760,4244,3.4
761,8358,4.5
762,1990,4.4
763,2133,4.0
764,9089,4.4
765,5915,1.3
766,2741,1.7
767,719,2.9
768,9168,1.3
769,7438,3.3
770,7258,2.2
771,1419,4.5
772,6392,3.2
773,1108,2.6
774,9029,3.1
775,6887,2.5
776,2663,2.7
777,3885,3.5
778,1963,2.9
779,939,3.5
780,9790,4.0
781,9192,2.6
782,1042,1.9
783,1355,4.0
784,3337,1.7
785,7685,2.1
786,2926,2.6
787,6467,2.6
788,7364,1.1
789,7797,3.3
790,2696,3.9
791,5605,3.5
792,416,2.3
793,3352,2.3
794,3195,2.2
795,7026,4.5
796,1422,2.2
797,2219,2.1
798,2040,4.7
799,5165,4.0
800,4230,3.5
801,5279,3.7
802,3854,2.3
803,8776,3.5
804,1093,1.4
805,8397,1.1
806,1413,3.0
807,5385,4.1
808,6020,2.1
809,6859,2.7
810,5276,4.7
811,6773,1.2
812,4611,1.9
813,6929,3.5
814,241,4.3
815,6419,4.8
816,1650,2.9
817,5982,1.6
818,1905,4.3
819,7742,1.1
820,982,1.3
821,4543,3.4
822,6348,4.7
823,7403,4.2
824,4822,2.4
825,3836,3.6
826,2493,3.8
827,2549,1.0
828,5303,3.9
829,5985,2.5
830,4566,1.9
831,1877,4.8
832,7006,1.3
833,7602,1.5
834,6837,3.8
835,5683,4.0
836,5838,2.7
837,5915,3.0
838,2036,4.3
839,9552,3.1
840,5194,2.0
841,9304,5.0
842,6821,4.5
843,7954,2.3
844,7466,1.7
845,1030,2.5
846,9767,1.6
847,2337,2.2
848,4371,3.5
849,1260,1.9
850,6984,3.7
851,9778,2.7
852,3927,3.5
853,8811,4.7
854,5985,4.2
855,6192,1.8
856,5343,1.5
857,3100,4.2
858,8114,2.6
859,84,4.6
860,4407,3.6
861,606,3.2
862,3139,2.3
863,201,2.6
864,8302,4.4
865,6677,4.9
866,4092,1.7
867,7273,3.8
868,1782,4.1
869,5588,3.3
870,8080,4.6
871,7742,2.3
872,4524,2.8
873,6388,3.6
874,9955,2.8
875,7629,2.4
876,2525,4.2
877,97,4.2
878,1599,2.9
879,1024,2.3
880,6587,3.3
881,3534,4.6
882,4773,4.6
883,8867,4.3
884,5444,4.3
885,1334,3.2
886,7092,3.3
887,1022,2.5
888,7851,4.3
889,63,4.5
890,8750,2.5
891,3972,4.4
892,974,4.8
893,3430,4.6
894,1387,2.5
895,5952,2.1
896,709,4.4
897,9552,3.3
898,1090,3.2
899,1405,3.7
900,1456,3.0
901,7754,1.0
902,8480,3.6
903,5560,1.1
904,2432,4.5
905,827,1.4
906,3598,1.3
907,7637,2.0
908,8951,4.2
909,7523,1.6
910,4740,1.8
911,438,4.9
912,2819,4.8
913,6170,2.0
914,8202,2.4
915,470,2.5
916,6966,3.7
917,6980,3.1
918,6051,3.8
919,3597,2.5
920,342,2.6
921,2309,2.7
922,62,2.9
923,8477,3.1
924,2655,4.9
925,8591,4.7
926,9985,2.4
927,1763,2.2
928,7267,4.6
929,4283,4.6
930,2511,4.8
931,2461,3.2
932,7709,1.2
933,9813,2.4
934,3356,3.4
935,3841,1.5
936,1736,1.6
937,4760,5.0
938,9704,4.1
939,9859,3.3
940,3094,3.0
941,8926,1.6
942,4462,2.5
943,3256,4.2
944,1214,5.0
945,817,4.1
946,8708,1.2
947,6811,3.6
948,8981,3.5
949,3216,4.0
950,6608,3.5
951,875,4.5
952,3743,4.4
953,4843,3.1
954,8735,1.8
955,1588,4.8
956,5177,2.0
957,6903,1.8
958,6608,3.4
959,86,3.9
960,4520,1.9
961,8372,3.5
962,3407,5.0
963,1073,3.0
964,4776,1.7
965,8076,3.2
966,6565,2.7
967,3249,2.8
968,9135,3.8
969,8224,4.1
970,2534,3.3
971,8149,1.3
972,2417,2.0
973,393,4.5
974,1753,4.8
975,9159,4.4
976,478,1.7
977,6020,1.4
978,9995,1.3
979,2873,3.0
980,76,3.8
981,4522,3.9
982,6609,4.6
983,8693,3.1
984,4057,2.6
985,7015,4.5
986,9390,1.4
987,3275,1.4
988,5704,3.0
989,8014,4.9
990,4361,3.0
991,1794,1.9
992,5264,2.6
993,8458,1.9
994,2191,4.6
995,2087,4.5
996,7760,3.6
997,349,4.7
998,2415,3.0
999,4813,4.2
1000,5716,1.8
1001,7059,2.8
1002,2400,3.8
1003,9744,1.3
1004,5063,2.5
1005,3098,4.6
1006,5359,3.3
1007,4980,2.0
1008,521,2.5
1009,5510,1.2
1010,2466,1.4
1011,4608,3.1
1012,4003,4.9
1013,9793,3.6
1014,8999,3.7
1015,6888,1.3
1016,6372,1.7
1017,5602,2.0
1018,6666,4.3
1019,8893,2.4
1020,458,1.8
1021,8198,3.5
1022,4119,3.6
1023,2120,1.0
1024,6162,3.2
1025,1475,2.6
1026,7880,3.6
1027,5133,3.2
1028,3601,1.2
1029,6539,2.1
1030,7267,1.8
1031,2569,2.2
1032,375,4.3
1033,8045,3.1
1034,9894,2.9
1035,950,4.2
1036,8703,1.2
1037,1103,3.8
1038,4979,1.1
1039,6848,5.0
1040,1784,4.3
1041,2074,1.0
1042,5581,4.7
1043,5608,4.3
1044,6495,1.2
1045,5892,2.2
1046,2647,2.4
1047,5196,3.0
1048,3933,3.9
1049,9377,4.8
1050,2460,1.8
1051,8112,2.9
1052,8324,1.5
1053,3274,2.7
1054,6037,1.2
1055,6397,1.5
1056,3034,3.9
1057,35,3.5
1058,6587,1.1
1059,822,4.4
1060,7397,3.1
1061,1336,3.5
1062,9995,4.4
1063,6251,3.1
1064,8111,3.4
1065,8617,4.3
1066,6140,2.4
1067,5680,1.7
1068,4625,3.3
1069,2947,4.5
1070,9476,3.4
1071,1787,2.7
1072,8807,2.3
1073,6215,1.8
1074,4420,4.7
1075,2449,1.0
1076,6153,3.6
1077,4358,1.3
1078,1667,4.9
1079,933,5.0
1080,2546,2.6
1081,289,4.2
1082,6342,3.3
1083,9912,2.2
1084,5516,1.9
1085,1776,2.0
1086,8061,3.7
1087,4150,4.9
1088,797,2.1
1089,3667,1.6
1090,4889,2.5
1091,6545,2.1
1092,6028,1.1
1093,7851,1.2
1094,3263,1.6
1095,6141,1.9
1096,7794,2.1
1097,2576,3.8
1098,8293,3.0
1099,1980,2.7
1100,4149,1.8
1101,991,1.4
1102,418,5.0
1103,6231,1.8
1104,515,4.5
1105,2400,1.4
1106,9601,4.3
1107,4610,4.4
1108,6924,4.5
1109,2817,4.8
1110,371,2.5
1111,6774,4.4
1112,241,3.2
1113,939,3.1
1114,2714,2.2
1115,4137,3.4
1116,7707,4.4
1117,6368,4.5
1118,6949,3.4
1119,2747,3.6
1120,7356,4.6
1121,5943,4.9
1122,5472,1.8
1123,7179,5.0
1124,9425,2.7
1125,7926,2.1
1126,2899,2.4
1127,3033,4.3
1128,1156,4.4
1129,7343,1.1
1130,6665,1.8
1131,3601,4.5
1132,9332,3.6
1133,1087,2.4
1134,522,4.3
1135,7685,2.9
1136,9080,1.6
1137,8278,3.8
1138,2662,4.2
1139,8207,1.2
1140,8099,1.6
1141,8085,1.1
1142,9607,3.2
1143,1982,2.8
1144,8574,2.7
1145,9171,1.4
1146,1603,3.7
1147,2713,1.1
1148,5728,2.3
1149,3615,4.0
1150,9806,4.9
1151,1902,3.6
1152,9622,3.2
1153,5720,3.0
1154,1397,1.7
1155,5023,3.2
1156,4463,3.4
1157,3522,3.0
1158,4990,4.5
1159,7704,2.1
1160,8425,2.9
1161,3502,2.6
1162,839,2.1
1163,5634,3.9
1164,4676,3.6
1165,4394,4.4
1166,5109,1.9
1167,6072,1.8
1168,1556,3.0
1169,4053,1.8
1170,3511,4.7
1171,7989,4.5
1172,1978,3.0
1173,2874,2.9
1174,9213,5.0
1175,4785,3.6
1176,5585,2.1
1177,2583,2.4
1178,5004,1.4
1179,8906,2.2
1180,5533,4.5
1181,7894,1.1
1182,7460,4.5
1183,2473,1.1
1184,1227,4.9
1185,4778,4.5
1186,3116,4.1
1187,9051,2.6
1188,1154,4.9
1189,3326,2.0
1190,6511,1.9
1191,3348,1.9
1192,9140,3.9
1193,7425,2.8
1194,3910,1.2
1195,4041,2.8
1196,8861,3.7
1197,7097,2.8
1198,5705,2.5
1199,2583,3.3
1200,2005,1.1
1201,5240,2.3
1202,363,1.4
1203,6000,1.1
1204,5916,4.9
1205,1952,1.4
1206,3196,2.3
1207,6739,3.8
1208,9273,4.8
1209,3271,3.7
1210,962,4.4
1211,631,4.3
1212,3953,4.7
1213,4194,2.4
1214,7704,4.3
1215,9408,1.6
1216,6856,1.2
1217,8120,4.4
1218,6190,3.9
1219,9423,2.9
1220,8709,2.9
1221,8653,1.9
1222,6360,3.7
1223,703,1.2
1224,4946,4.3
1225,2403,1.1
1226,7326,3.9
1227,6165,1.0
1228,1067,2.3
1229,7951,1.8
1230,5369,3.9
1231,5876,1.8
1232,9165,4.8
1233,8795,1.6
1234,9724,3.9
1235,2,2.4
1236,8425,4.9
1237,3704,1.2
1238,3351,4.8
1239,1583,1.5
1240,1807,3.1
1241,4464,3.9
1242,6763,3.4
1243,1759,3.1
1244,254,1.8
1245,238,1.1
1246,4555,4.5
1247,1579,2.2
1248,6843,2.7
1249,685,1.4
1250,4038,4.9
1251,7385,2.5
1252,8592,1.4
1253,5884,4.8
1254,1295,1.5
1255,1743,3.6
1256,8432,4.8
1257,2237,4.4
1258,4745,1.2
1259,7374,5.0
1260,5830,1.2
1261,4035,1.7
1262,5524,4.1
1263,7256,3.6
1264,8192,1.9
1265,2072,4.6
1266,559,2.8
1267,8634,2.9
1268,259,2.5
1269,7212,1.5
1270,9558,4.3
1271,1217,1.3
1272,3395,2.1
1273,4167,1.5
1274,9819,2.6
1275,4699,3.8
1276,298,2.5
1277,299,3.6
1278,8796,2.9
1279,1463,1.8
1280,2343,2.2
1281,4138,4.4
1282,1303,4.0
1283,5385,3.3
1284,2100,4.8
1285,3181,1.3
1286,8506,1.6
1287,4189,1.9
1288,3456,1.8
1289,211,1.4
1290,2285,4.3
1291,6404,2.3
1292,7100,4.8
1293,8397,3.1
1294,7863,2.4
1295,1753,2.1
1296,5045,3.8
1297,1035,2.2
1298,9036,3.4
1299,5253,1.4
1300,8521,1.9
1301,7232,2.7
1302,4435,4.3
1303,3813,1.4
1304,8005,1.4
1305,6301,4.2
1306,4794,3.3
1307,2893,3.9
1308,8408,3.8
1309,299,1.9
1310,3744,3.3
1311,3088,3.9
1312,4266,1.4
1313,439,1.8
1314,5130,1.7
1315,4387,2.5
1316,162,1.3
1317,7275,1.2
1318,9530,4.2
1319,1328,3.0
1320,2365,4.4
1321,8407,2.3
1322,9513,2.5
1323,3121,1.6
1324,6246,1.9
1325,1934,4.6
1326,748,2.9
1327,4097,3.9
1328,8254,4.1
1329,8086,1.7
1330,4219,4.2
1331,835,2.1
1332,8175,1.4
1333,5688,3.9
1334,8837,3.1
1335,1631,4.3
1336,7587,4.8
1337,6265,4.4
1338,4941,2.1
1339,9365,3.2
1340,127,2.7
1341,3143,3.2
1342,3385,1.9
1343,5734,3.9
1344,1333,1.6
1345,7474,2.5
1346,9392,2.9
1347,6405,4.6
1348,3734,4.1
1349,7110,4.8
1350,6175,4.1
1351,7310,1.1
1352,1726,2.4
1353,180,1.8
1354,6886,2.3
1355,4537,4.2
1356,1091,2.3
1357,3737,3.2
1358,7539,3.7
1359,7335,2.4
1360,7297,2.4
1361,6926,1.2
1362,7113,2.0
1363,780,1.2
1364,5462,1.5
1365,5482,2.0
1366,9996,3.1
1367,4467,3.9
1368,9926,4.2
1369,861,2.1
1370,4350,4.8
1371,40,1.5
1372,4944,3.2
1373,9859,4.1
1374,2446,2.9
1375,3166,1.0
1376,9392,2.0
1377,9232,1.0
1378,2505,2.8
1379,163,4.4
1380,6152,1.7
1381,4186,2.5
1382,6960,3.6
1383,1512,4.0
1384,8281,1.8
1385,5658,2.4
1386,2339,4.3
1387,3875,2.5
1388,9911,1.6
1389,8957,4.4
1390,4229,4.1
1391,3197,4.4
1392,9704,1.7
1393,556,4.0
1394,5977,4.4
1395,9081,3.9
1396,4332,1.5
1397,7620,3.8
1398,6797,3.3
1399,8492,4.6
1400,9063,1.1
1401,5618,2.4
1402,2059,3.1
1403,3492,3.4
1404,8655,1.1
1405,7365,4.9
1406,8365,3.9
1407,9929,3.9
1408,6980,4.0
1409,7709,3.7
1410,8780,3.6
1411,7,4.4
1412,6320,4.1
1413,2268,1.5
1414,1978,3.8
1415,1235,4.5
1416,4080,5.0
1417,5605,3.3
1418,818,1.5
1419,1216,4.0
1420,9034,4.9
1421,6979,2.5
1422,7816,1.1
1423,2588,4.4
1424,7032,2.4
1425,5860,1.9
1426,5258,4.3
1427,2274,2.4
1428,2492,1.1
1429,5858,3.2
1430,4534,4.5
1431,8632,3.4
1432,8703,4.9
1433,5881,1.8
1434,9790,1.5
1435,1472,1.8
1436,6892,2.2
1437,177,3.4
1438,5640,2.4
1439,3892,2.3
1440,2157,4.4
1441,3771,2.5
1442,6203,1.6
1443,1808,3.7
1444,2673,3.5
1445,5571,1.3
1446,4986,3.2
1447,1749,3.3
1448,5533,1.5
1449,8920,4.5
1450,5728,2.1
1451,4330,1.0
1452,1416,3.5
1453,3099,4.0
1454,2093,1.4
1455,2004,4.3
1456,6607,1.7
1457,2021,2.3
1458,2957,3.2
1459,1910,2.4
1460,6988,3.8
1461,2383,1.2
1462,867,4.4
1463,798,2.3
1464,3265,1.2
1465,6707,2.7
1466,9383,4.7
1467,4347,1.2
1468,6648,3.5
1469,1607,4.0
1470,4603,1.1
1471,2322,3.9
1472,8873,4.4
1473,4037,1.2
1474,2887,1.9
1475,1484,4.5
1476,2023,3.9
1477,3694,3.1
1478,950,1.4
1479,1981,4.3
1480,507,2.4
1481,4570,1.4
1482,1990,3.9
1483,3886,3.3
1484,3334,2.3
1485,7748,2.7
1486,3481,1.6
1487,6659,2.7
1488,3664,1.0
1489,5348,2.4
1490,7810,2.9
1491,4615,3.2
1492,4782,3.5
1493,2336,1.9
1494,3805,1.2
1495,3190,2.9
1496,2738,3.3
1497,5812,4.0
1498,6952,4.7
1499,349,2.4
1500,6229,4.0
1501,1800,1.5
1502,1546,2.2
1503,3027,4.8
1504,1924,1.5
1505,2442,3.4
1506,1518,4.9
1507,3044,1.0
1508,6331,4.6
1509,6994,2.7
1510,4815,3.6
